iteration,distance
1,0.0
2,1.4322031767975175e-05
3,1.652653493396366e-05
4,1.5974451591516114e-05
5,3.316453048112997e-05
6,2.1444921113173386e-05
7,0.00011142653113584665
8,0.00011342459732225502
9,0.00012304771196381455
10,8.187177662168608e-05
11,2.4684244370071565e-05
12,4.2097984942579374e-05
13,3.80212351581144e-05
14,2.4830853402045203e-05
15,3.6049543622129754e-05
16,4.08287278258479e-05
17,1.9051980280852115e-05
18,3.8623930309289456e-05
19,0.00015097830559280753
20,2.3821231191278186e-05
21,0.00012776288136323588
22,2.5280308600515722e-05
23,0.00014131983162753853
24,0.00010621413001637471
25,9.091072248068599e-05
26,8.107963624323904e-05
27,0.00012636963685730418
28,0.00014542197372936338
29,5.9151683726902694e-05
30,0.00043339528220582863
31,0.0003091431253144034
32,0.00015638540790271702
33,0.000632638392174029
34,0.0002195207194379085
35,0.00016222176317651563
36,0.0005792365275863239
37,0.00013310897911420535
38,9.232293310938635e-05
39,9.25424353004304e-05
40,0.001074888158523476
41,0.00038168566069910446
42,0.00010847249842207193
43,0.0003235521195876778
44,0.0008757008005661308
45,0.0007447196408436694
46,0.0011419098664794073
47,0.0005954871447408916
48,0.0007953573238292048
49,0.00035457327116655835
50,0.0010171290620788129
51,0.0011511504485501312
52,0.0008680326080805489
53,0.0007317291695528782
54,0.0007731317487378875
55,0.0011635334251696647
56,0.0013063124550218774
57,0.002014208555350702
58,0.0024083287150821267
59,0.0011661792536254928
60,0.0011056577362907188
61,0.0019604092088629814
62,0.001682162776890296
63,0.0016577264635671551
64,0.0021947457434456363
65,0.001961732430911899
66,0.0028924138507770425
67,0.0022079846675989723
68,0.0021021570138213055
69,0.0019427114700318882
70,0.0032340061274278575
71,0.002874669016521836
72,0.002309390746901341
73,0.0035058492252869056
74,0.003709856403411982
75,0.003441389933630634
76,0.003994795895830516
77,0.003955300173639376
78,0.0045295974272800965
79,0.003792840355654967
80,0.0032748302386713113
81,0.004502230582960398
82,0.00563861635671753
83,0.003912439858523131
84,0.004654222274827646
85,0.003805247109458787
86,0.00649296409553296
87,0.005530860742208155
88,0.00662561407889789
89,0.007171104286147145
90,0.007587105322518772
91,0.008742930297287677
92,0.008001964688976848
93,0.010632208819220557
94,0.010389952191056429
95,0.010357354338086378
96,0.008527634885541147
97,0.01106956129395037
98,0.010388727550236565
99,0.01202212200441427
100,0.010908206492224737
101,0.011903553377417886
102,0.011916796617882752
103,0.01167988443974416
104,0.011754063920633884
105,0.01182426894218852
106,0.012125495936822439
107,0.01176923399237123
108,0.0125583497958493
109,0.011001297261204357
110,0.012416602162890145
111,0.01291088162772891
112,0.013447171436344885
113,0.014841191274293786
114,0.015711349657391183
115,0.015958207798262514
116,0.0159285751436683
117,0.01653991377541597
118,0.016774384573914614
119,0.01689087232017583
120,0.016242504805602576
121,0.01731557546111301
122,0.016023458594779605
123,0.01728987990059283
124,0.017602623570207476
125,0.017412614643912583
126,0.017280886919029292
127,0.017990427964505784
128,0.017722137232581314
129,0.01665303353601011
130,0.02024903540704437
131,0.021765922096171675
132,0.022243960659844075
133,0.02230577087681679
134,0.02114602478788513
135,0.02402013195378494
136,0.024171084004718013
137,0.023025330747568518
138,0.02367982772248195
139,0.02869429251985922
140,0.027739029507463653
141,0.030671317664083597
142,0.028525318545610856
143,0.029497147611301566
144,0.028259968181495954
145,0.02620576433005406
146,0.03156734962618196
147,0.028493327252061496
148,0.02962828543751428
149,0.03252448672194225
150,0.027644389518080736
151,0.030791419006414467
152,0.03226449029109896
153,0.032934697758125464
154,0.031863599443495316
155,0.03341639780736183
156,0.033829762914067474
157,0.03399414290001235
158,0.035908957953428466
159,0.03825421173275373
160,0.03759101859576902
161,0.03960530439442411
162,0.039584286954504444
163,0.04323750957481792
164,0.04498652414346954
165,0.04992098323621952
166,0.053293420795666124
167,0.051952319610193365
168,0.047591463288499114
169,0.05624360478805834
170,0.054503992016634695
171,0.05447562072035855
172,0.05676393492590115
173,0.060255152826192926
174,0.05689272000626899
175,0.05738096217120209
176,0.060839292673611434
177,0.06832421114708359
178,0.07012178382067036
179,0.08973566337507316
180,0.07351686512942046
181,0.07803844545482846
182,0.07808077719044021
183,0.0932627679779946
184,0.0853985514054097
185,0.10200847410324909
186,0.11710506228323947
187,0.10161400436544366
188,0.12685009979120004
189,0.11856078253880126
190,0.11915228315120319
191,0.1308212397703773
192,0.14733870997950205
193,0.1377145478011672
194,0.12489459683067156
195,0.10708262827083728
196,0.1876181890918594
197,0.1475809526961347
198,0.21822602463302343
199,0.2194798550930843
200,0.2125936654732793
201,0.1988822528132102
202,0.2488941467043324
203,0.3055825026756095
204,0.2363575946389775
205,0.2821569244717876
206,0.27611242984043227
207,0.20761387527629505
208,0.21212401236113776
209,0.3355005631764527
210,0.24001748112228652
211,0.27507915757567236
212,0.3555674394118722
213,0.2942524877254621
214,0.338583952506005
215,0.29960733969845815
216,0.28699406993928855
217,0.28384805005340674
218,0.26190954115119675
219,0.2871540261856281
220,0.3183241317424179
221,0.3744732349132026
222,0.30099657191893325
223,0.432688035017956
224,0.3444820486575815
225,0.45407095796506264
226,0.4430601039554511
227,0.37085845542465734
228,0.3788850794393903
229,0.4482882542737949
230,0.4547017680392124
231,0.4232756171007768
232,0.39042733156514464
233,0.33997662470391043
234,0.43681435469221314
235,0.44030137292161087
236,0.370675736338447
237,0.3400752837445229
238,0.39601693565334034
239,0.45705436565202395
240,0.4106095505001363
241,0.4143415780196109
242,0.4087376885850502
243,0.5303380799745189
244,0.49029670923607643
245,0.4610202046873971
246,0.503063835462205
247,0.5880442229358199
